Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Motorola Solutions,MSI,"$1,705","$1,710",$827,-,"$1,483","$5,725",$964,$143,"$4,656",$291,"$7,611","$13,336","$5,736","$4,705","$1,749","$6,861","$12,597",$2,"$1,640","$-2,540",-,$739,"$13,336",2023
Motorola Solutions,MSI,"$1,325","$1,518","$1,055",-,"$1,357","$5,255",$927,$147,"$4,654",$310,"$7,559","$12,814","$4,560","$6,013","$1,691","$8,123","$12,683",$2,"$1,343","$-2,535",-,$131,"$12,814",2022
Motorola Solutions,MSI,"$1,874","$1,386",$788,-,"$1,364","$5,412","$1,042",$209,"$3,670",$558,"$6,777","$12,189","$4,063","$5,688","$2,148","$8,149","$12,212",$2,"$1,350","$-2,379",-,$-23,"$12,189",2021
Motorola Solutions,MSI,"$1,254","$1,390",$508,-,"$1,175","$4,327","$1,022",$158,"$3,453",$482,"$6,549","$10,876","$3,489","$5,163","$2,363","$7,928","$11,417",$2,"$1,127","$-2,446",-,$-541,"$10,876",2020
Motorola Solutions,MSI,"$1,001","$1,412",$447,-,"$1,318","$4,178",$992,$159,"$3,394",$422,"$6,464","$10,642","$3,439","$5,113","$2,276","$7,886","$11,325",$2,"$1,239","$-2,440",-,$-683,"$10,642",2019
Motorola Solutions,MSI,"$1,257","$1,293",$356,-,"$1,366","$4,272",$895,$169,"$2,744",$344,"$5,137","$9,409","$3,096","$5,289","$2,300","$7,589","$10,685",$2,"$1,051","$-2,765",-,"$-1,276","$9,409",2018
Motorola Solutions,MSI,"$1,268","$1,523",$327,-,$832,"$3,950",$856,$247,"$1,799",$333,"$4,258","$8,208","$2,931","$4,419","$2,585","$7,004","$9,935",$2,$467,"$-2,562",-,"$-1,727","$8,208",2017
Motorola Solutions,MSI,"$1,030","$1,410",$273,-,$755,"$3,468",$789,$238,"$1,549",$200,"$4,995","$8,463","$2,668","$4,392","$2,355","$6,747","$9,415",$2,"$1,148","$-2,317",-,$-952,"$8,463",2016
Motorola Solutions,MSI,"$1,980","$1,362",$296,-,$981,"$4,619",$487,$231,$420,$311,"$3,727","$8,346","$2,193","$4,345","$1,904","$6,249","$8,442",$2,"$1,716","$-1,866",-,$-96,"$8,346",2015
Motorola Solutions,MSI,"$3,954","$1,409",$345,-,$740,"$6,879",$549,$316,$383,$145,"$3,544","$10,423","$2,250","$3,396","$2,011","$5,407","$7,657",$2,"$3,410","$-1,855",-,"$2,766","$10,423",2014
Northrop Grumman,NOC,"$3,109","$7,147","$1,109","$2,341",-,"$13,706","$9,653",-,"$17,822","$2,525","$32,838","$46,544","$11,942","$13,786","$2,839","$19,807","$31,749",$150,"$14,773",$-128,-,"$14,795","$46,544",2023
Northrop Grumman,NOC,"$2,577","$7,494",$978,"$1,439",-,"$12,488","$8,800",-,"$17,900","$2,594","$31,267","$43,755","$11,587","$11,805","$2,039","$16,856","$28,443",$153,"$15,312",$-153,-,"$15,312","$43,755",2022
Northrop Grumman,NOC,"$3,530","$6,959",$811,"$1,126",-,"$12,426","$7,894",-,"$18,093","$2,311","$30,153","$42,579","$9,530","$12,777","$1,997","$20,123","$29,653",$156,"$12,913",$-143,-,"$12,926","$42,579",2021
Northrop Grumman,NOC,"$4,907","$6,641",$759,"$1,402","$1,635","$15,344","$7,071",-,"$18,301","$1,909","$29,125","$44,469","$9,580","$14,261","$2,208","$24,310","$33,890",$167,"$10,482",$-128,-,"$10,579","$44,469",2020
Northrop Grumman,NOC,"$2,245","$6,660",$783,$997,-,"$10,685","$6,912",-,"$19,748","$1,725","$30,404","$41,089","$9,434","$12,770","$1,779","$22,836","$32,270",$168,"$8,748",$-97,-,"$8,819","$41,089",2019
Northrop Grumman,NOC,"$1,579","$6,474",$654,$973,-,"$9,680","$6,372",-,"$20,044","$1,463","$27,973","$37,653","$8,274","$13,883","$1,446","$21,192","$29,466",$171,"$8,068",$-52,-,"$8,187","$37,653",2018
