Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Mondelez,MDLZ,"$1,810","$4,512","$3,615",-,"$1,766","$11,703","$9,694","$3,242","$43,732",$886,"$59,688","$71,391","$19,013","$16,887","$2,735","$24,012","$43,025",-,"$34,236","$-10,946",-,"$28,366","$71,391",2023
Mondelez,MDLZ,"$1,923","$3,907","$3,381",-,$880,"$10,091","$9,020","$4,879","$43,160","$1,862","$61,070","$71,161","$16,731","$20,251","$2,688","$27,510","$44,241",-,"$31,481","$-10,947",-,"$26,920","$71,161",2022
Mondelez,MDLZ,"$3,546","$3,188","$2,708",-,$900,"$10,342","$8,658","$5,289","$40,269",$371,"$56,750","$67,092","$14,008","$17,550","$2,326","$24,761","$38,769",-,"$30,806","$-10,624",-,"$28,323","$67,092",2021
Mondelez,MDLZ,"$3,619","$2,954","$2,647",-,$759,"$9,979","$9,026","$6,036","$40,377",$292,"$57,831","$67,810","$15,159","$17,276","$2,302","$24,997","$40,156",-,"$28,402","$-10,690",-,"$27,654","$67,810",2020
Mondelez,MDLZ,"$1,291","$2,927","$2,546",-,$866,"$7,630","$8,733","$7,178","$38,805",$359,"$56,885","$64,515","$15,322","$14,207","$2,351","$21,876","$37,198",-,"$26,615","$-10,254",-,"$27,317","$64,515",2019
Mondelez,MDLZ,"$1,100","$3,006","$2,592",-,$906,"$7,604","$8,482","$7,123","$38,727",$406,"$55,125","$62,729","$16,737","$12,532","$2,623","$20,279","$37,016",-,"$24,491","$-10,630",-,"$25,713","$62,729",2018
Mondelez,MDLZ,$761,"$3,526","$2,557",-,$676,"$7,520","$8,677","$6,193","$39,724",$366,"$55,437","$62,957","$15,793","$12,972","$2,689","$21,090","$36,883",-,"$22,631","$-9,997",-,"$26,074","$62,957",2017
Mondelez,MDLZ,"$1,741","$3,470","$2,469",-,$800,"$8,480","$8,229","$5,585","$38,377",$350,"$53,058","$61,538","$14,417","$13,217","$1,572","$21,906","$36,323",-,"$21,149","$-11,122",-,"$25,215","$61,538",2016
Mondelez,MDLZ,"$1,870","$3,846","$2,609",-,$633,"$8,958","$8,362","$5,387","$39,432",$358,"$53,885","$62,843","$10,922","$14,557","$1,832","$23,821","$34,743",-,"$20,700","$-9,986",-,"$28,100","$62,843",2015
Mondelez,MDLZ,"$1,631","$4,751","$3,480",-,"$1,408","$11,750","$9,827",$662,"$43,724",$755,"$55,021","$66,771","$14,007","$13,821","$2,140","$24,911","$38,918",-,"$14,529","$-7,318",-,"$27,853","$66,771",2014
Blackstone,BX,"$3,272.063","$4,659.886",-,-,-,"$7,931.949",-,"$26,146.62","$2,091.41",$944.848,"$31,514.27","$40,287.53","$9,918.434","$11,304.06",-,"$13,472.96","$23,391.39",$0.007,$660.734,$-19.133,-,"$16,896.14","$40,287.53",2023
Blackstone,BX,"$4,493.715","$4,609.611",-,-,-,"$9,103.326",-,"$27,553.25","$2,107.489",$800.458,"$32,523.92","$42,524.23","$9,472.122","$12,349.58",-,"$15,086.04","$24,558.17",$0.007,"$1,748.106",$-27.475,-,"$17,966.06","$42,524.23",2022
Blackstone,BX,"$2,199.732","$5,293.483",-,-,-,"$7,493.215",-,"$28,665.04","$2,174.586",$492.936,"$32,914.2","$41,196.41","$10,776.19","$7,806.143",-,"$8,782.204","$19,558.39",$0.007,"$3,647.785",$-19.626,-,"$21,638.02","$41,196.41",2021
