Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Lowe's,LOW,"$1,228",-,"$16,894",-,$949,"$19,071","$17,653",$252,-,$838,"$22,724","$41,795","$15,568","$35,384",$931,"$41,277","$56,845",$287,"$-15,637",$300,-,"$-15,050","$41,795",2023
Lowe's,LOW,"$1,732",-,"$18,532",-,"$1,178","$21,442","$17,567",$121,-,$810,"$22,266","$43,708","$19,511","$32,876",$862,"$38,451","$57,962",$301,"$-14,862",$307,-,"$-14,254","$43,708",2022
Lowe's,LOW,"$1,404",-,"$17,605",-,"$1,051","$20,060","$19,071",$199,-,"$1,038","$24,580","$44,640","$19,668","$23,859",$781,"$29,788","$49,456",$335,"$-5,115",$-36,-,"$-4,816","$44,640",2021
Lowe's,LOW,"$5,196",-,"$16,193",-,$937,"$22,326","$19,155",$200,-,$882,"$24,409","$46,735","$18,730","$20,668",$991,"$26,568","$45,298",$366,"$1,117",$-136,-,"$1,437","$46,735",2020
Lowe's,LOW,$876,-,"$13,179",-,"$1,263","$15,318","$18,769",$372,-,$905,"$24,153","$39,471","$15,182","$16,768",$712,"$22,317","$37,499",$381,"$1,727",$-136,-,"$1,972","$39,471",2019
Lowe's,LOW,$729,-,"$12,561",-,$938,"$14,228","$18,432",$256,$303,$995,"$20,280","$34,508","$14,497","$14,391","$1,149","$16,367","$30,864",$401,"$3,452",$-209,-,"$3,644","$34,508",2018
Lowe's,LOW,$690,-,"$11,393",-,$689,"$12,772","$19,721",$408,"$1,307",$915,"$22,519","$35,291","$12,096","$15,564",$955,"$17,322","$29,418",$415,"$5,425",$11,-,"$5,873","$35,291",2017
Lowe's,LOW,$658,-,"$10,458",-,$884,"$12,000","$19,949",$366,"$1,082",$789,"$22,408","$34,408","$11,974","$14,394",$843,"$16,000","$27,974",$433,"$6,241",$-240,-,"$6,434","$34,408",2016
Lowe's,LOW,$712,-,"$9,458",-,$391,"$10,561","$19,577",$222,$154,$511,"$20,705","$31,266","$10,492","$11,545",$846,"$13,120","$23,612",$455,"$7,593",$-394,-,"$7,654","$31,266",2015
Lowe's,LOW,$591,-,"$8,911",-,$349,"$9,851","$20,034",$354,-,"$1,349","$21,870","$31,721","$9,348","$10,806",$869,"$12,405","$21,753",$480,"$9,591",$-103,-,"$9,968","$31,721",2014
Mitsubishi UFJ Financial,MUFG,"$1,072,334",-,-,-,-,"$1,956,766","$8,480.148","$670,417","$11,532.47","$137,275.5","$828,786.1","$2,785,552","$2,176,673","$342,562.6","$119,353.9","$465,724.8","$2,642,398","$14,776.44","$95,162.09","$28,876.86",-,"$143,154.1","$2,785,552",2023
Mitsubishi UFJ Financial,MUFG,"$1,120,960",-,-,-,-,"$2,005,441","$9,029.272","$713,154.9","$10,050.12","$122,257.8","$856,875.1","$2,862,316","$2,226,194","$386,683.1","$112,390.9","$500,903.1","$2,727,097","$15,847.2","$94,270.29","$18,366.65",-,"$135,219.1","$2,862,316",2022
Mitsubishi UFJ Financial,MUFG,"$1,304,975",-,-,-,-,"$2,377,943","$11,000.51","$786,121.5","$11,963.6","$137,281.6","$948,271.1","$3,326,214","$2,525,755","$514,703.1","$120,437.9","$640,364.1","$3,166,119","$19,059.46","$106,783.6","$22,829.51",-,"$160,095.4","$3,326,214",2021
Mitsubishi UFJ Financial,MUFG,"$1,336,243",-,-,-,-,"$2,424,884","$12,186.18","$799,187.6","$13,499.32","$127,997.3","$954,167.5","$3,379,051","$2,567,439","$519,138.9","$115,504","$645,079","$3,212,518","$20,130.22","$105,280.8","$28,072.89",-,"$166,532.8","$3,379,051",2020
Mitsubishi UFJ Financial,MUFG,"$1,170,251",-,-,-,-,"$2,255,226","$12,142.06","$679,694.4","$13,785.34","$134,436","$841,230.9","$3,096,457","$2,372,274","$440,815.5","$120,366.6","$569,110.3","$2,941,384","$19,701.92","$99,873.34","$23,174.25",$0.553,"$155,072.8","$3,096,457",2019
Mitsubishi UFJ Financial,MUFG,"$943,682.3",-,-,-,-,"$1,991,228","$12,023.75","$662,867.8","$10,228.77","$122,961.8","$809,022.1","$2,800,250","$2,178,366","$348,570.7","$109,465","$466,529","$2,644,895","$19,273.62","$95,765.9","$25,912.04",$1.953,"$155,355.1","$2,800,250",2018
Mitsubishi UFJ Financial,MUFG,"$959,392.4",-,-,-,-,"$2,010,988","$12,329.79","$609,644.6","$11,220.08","$117,451.2","$751,448.1","$2,762,437","$2,154,255","$337,394.1","$106,267.5","$452,526.8","$2,606,782","$19,273.62","$90,581.84","$28,294.49",$2.466,"$155,655.3","$2,762,437",2017
Mitsubishi UFJ Financial,MUFG,"$924,862.7",-,-,-,-,"$1,955,079","$11,958.36","$582,826.6","$11,069.31","$106,973.5","$713,938.6","$2,669,018","$2,086,472","$323,476.1","$104,823.7","$435,951.9","$2,522,424","$18,845.31","$81,651.2","$26,060.16",$3.582,"$146,593.9","$2,669,018",2016
Mitsubishi UFJ Financial,MUFG,"$695,601.8",-,-,-,-,"$1,713,174","$11,304.96","$635,117.3","$10,414.23","$104,859.9","$762,739.9","$2,475,914","$1,922,935","$290,241.5","$110,176.8","$408,668.9","$2,331,604","$17,774.56","$71,276.9","$29,897.95",$68.558,"$144,310.2","$2,475,914",2015
Mitsubishi UFJ Financial,MUFG,"$673,172.8",-,-,-,-,"$1,751,422","$12,309.82","$730,695.6","$11,805.22","$96,684.74","$852,541.1","$2,603,963","$2,103,365","$229,240","$103,783.7","$343,281.3","$2,446,646","$19,487.77","$71,529.73","$36,302.39",$75.266,"$157,316.5","$2,603,963",2014
AT&T,T,"$6,722","$10,289","$2,177","$17,270",-,"$36,458","$128,489","$1,251","$200,356","$19,601","$349,697","$407,060","$51,127","$127,854","$23,696","$238,491","$289,618","$7,621","$-5,015","$2,300",-,"$117,442","$407,060",2023
AT&T,T,"$3,701","$11,466","$3,123","$14,818",-,"$33,108","$127,445","$3,533","$197,341","$19,612","$347,931","$402,853","$56,173","$128,423","$28,849","$240,223","$296,396","$7,621","$-19,415","$2,766",-,"$106,457","$402,853",2022
AT&T,T,"$19,223","$12,313","$3,325","$16,131",-,"$170,768","$121,649","$6,168","$211,961","$19,252","$359,030","$551,622","$106,230","$151,011","$25,243","$261,537","$367,767","$7,621","$42,350","$3,529",-,"$183,855","$551,622",2021
AT&T,T,"$9,740","$20,215","$3,695","$18,358",-,"$52,008","$127,315","$1,780","$267,782","$52,162","$449,039","$525,761","$63,438","$153,775","$28,358","$283,083","$346,521","$7,621","$37,457","$4,330",-,"$179,240","$525,761",2020
AT&T,T,"$12,130","$22,636",-,"$1,631","$18,364","$54,761","$130,128","$3,695","$288,513","$50,533","$472,869","$551,669","$68,911","$151,309","$29,421","$280,824","$349,735","$7,621","$57,936","$5,470",-,"$201,934","$551,669",2019
AT&T,T,"$5,204","$26,472",-,"$2,047","$17,704","$51,427","$131,473","$6,245","$293,128","$49,591","$480,437","$531,864","$64,420","$166,250","$30,233","$273,560","$337,980","$7,621","$58,753","$4,249",-,"$193,884","$531,864",2018
AT&T,T,"$50,498","$16,522",-,"$1,369","$10,757","$79,146","$125,222","$1,560","$219,725","$18,444","$364,951","$444,097","$81,389","$125,972","$19,747","$220,701","$302,090","$6,495","$50,500","$7,017",-,"$142,007","$444,097",2017
AT&T,T,"$5,788","$16,794",-,"$1,555","$14,232","$38,369","$124,899","$1,674","$222,067","$16,812","$365,452","$403,821","$50,576","$113,681","$21,748","$229,135","$279,711","$6,495","$34,734","$4,961",-,"$124,110","$403,821",2016
AT&T,T,"$5,121","$16,532",-,"$1,072","$13,267","$35,992","$124,450","$1,606","$225,278","$15,346","$366,680","$402,672","$47,816","$118,515","$22,258","$231,216","$279,032","$6,495","$33,671","$5,334",-,"$123,640","$402,672",2015
AT&T,T,"$8,603","$14,527",-,$831,"$9,645","$33,606","$112,898",$250,"$136,655","$13,425","$263,228","$296,834","$37,282","$75,778","$17,989","$169,282","$206,564","$6,495","$31,081","$8,061",-,"$90,270","$296,834",2014
Elevance Health,ELV,"$36,369","$17,865",-,-,"$5,795","$60,029","$4,359","$6,983","$35,590","$1,967","$48,899","$108,928","$41,791","$23,246","$1,738","$27,732","$69,523",$2,"$31,749","$-1,313",-,"$39,405","$108,928",2023
Elevance Health,ELV,"$34,292","$16,044",-,-,"$5,281","$55,617","$4,316","$6,437","$34,698","$1,687","$47,138","$102,755","$39,696","$22,349","$1,562","$26,729","$66,425",$2,"$29,647","$-2,490",-,"$36,330","$102,755",2022
Elevance Health,ELV,"$33,028","$13,440",-,-,"$4,654","$51,122","$3,919","$5,857","$34,843","$1,719","$46,338","$97,460","$34,885","$21,157","$1,683","$26,447","$61,332",$2,"$27,088",$-178,-,"$36,128","$97,460",2021
