Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Lowe's,LOW,1.225,1.7401,-2.3868,33.3932,13.3797,13.3797,15.606,11.7798,8.9214,2.0667,3.4055,-,-,-51.3356,-51.3356,18.4855,37.9955,-26.2195,0.3267,-0.1184,2023
Lowe's,LOW,1.099,1.7654,-2.3825,33.2344,10.4668,10.4668,12.5079,9.3098,6.6104,2.2206,3.4968,-,-,-45.1593,-45.1593,14.7273,34.5666,-23.7171,-0.8561,-1.194,2022
Lowe's,LOW,1.0199,1.2529,-5.1343,33.3049,12.5642,12.5642,14.5195,11.6447,8.7366,2.1561,3.6464,-,-,-175.2907,-175.2907,18.9113,44.3313,-7.1881,-0.2642,-0.4855,2021
Lowe's,LOW,1.192,0.935,15.1566,33.0056,10.7671,10.7671,12.5462,8.6376,6.4857,1.9171,3.7068,-,-,406.0543,406.0543,12.4853,26.3967,1.9658,9.2101,8.6401,2020
Lowe's,LOW,1.009,0.8948,9.7901,31.7999,8.7515,8.7515,10.7058,7.7937,5.9156,1.8279,3.7336,-,-,217.0892,217.0892,10.8459,22.8442,2.5845,-2.1049,-2.4507,2019
Lowe's,LOW,0.9814,0.7979,4.452,32.125,5.6346,5.6346,9.2232,4.7596,3.2352,2.0664,3.8533,-,-,63.5016,69.2607,6.7057,12.8306,4.5493,1.597,1.5282,2018
Lowe's,LOW,1.0559,0.726,2.8938,32.6936,9.5979,9.5979,11.8422,7.9992,5.0074,1.9444,4.0538,-,-,58.6923,75.4928,9.7674,16.0797,7.0759,-0.3459,-0.3467,2017
Lowe's,LOW,1.0022,0.6911,2.44,33.3359,8.9915,8.9915,11.437,7.9994,4.7126,1.8896,4.1445,-,-,48.0727,57.7915,8.9892,14.8502,7.4296,1.2261,1.1706,2016
Lowe's,LOW,1.0066,0.6013,1.6526,34.8207,8.4149,8.4149,11.1013,7.4804,4.2895,1.8894,4.0711,-,-,33.2637,33.9467,8.143,13.2611,8.411,0.1708,-0.2199,2015
Lowe's,LOW,1.0538,0.5202,1.1394,34.7865,8.5232,8.5232,11.3441,7.6054,4.7703,1.7724,4.1146,-,-,27.0666,27.0666,8.5054,12.9874,10.3833,1.1042,1.083,2014
Mitsubishi UFJ Financial,MUFG,-,0.7409,6.8872,-,-,-,-,23.8614,16.9697,0.017,-,-,-,6.5688,7.0963,0.3103,1.7019,11.2461,1.3699,1.3399,2023
Mitsubishi UFJ Financial,MUFG,-,0.7628,6.4074,-,-,-,-,28.4678,21.6078,0.014,-,-,-,6.7069,7.2486,0.3228,1.5912,12.6912,-18.8391,-18.7905,2022
Mitsubishi UFJ Financial,MUFG,-,0.7571,6.1378,-,-,-,-,20.7544,15.476,0.014,-,-,-,4.8372,5.2639,0.2384,1.1748,12.965,19.7964,19.775,2021
Mitsubishi UFJ Financial,MUFG,-,0.7398,6.5473,-,-,-,-,15.6253,9.9495,0.0158,-,-,-,3.6103,3.9626,0.1808,0.9395,12.0767,1.8792,1.9139,2020
Mitsubishi UFJ Financial,MUFG,-,0.6917,5.2826,-,-,-,-,24.5452,18.7023,0.015,-,-,-,5.5021,5.8899,0.3053,1.6962,12.0221,-0.775,-0.7519,2019
Mitsubishi UFJ Financial,MUFG,-,0.6843,5.1855,-,-,-,-,30.27,21.2556,0.0152,-,-,-,6.3367,6.829,0.3571,2.0005,11.8253,0.0975,0.0576,2018
Mitsubishi UFJ Financial,MUFG,-,0.6881,5.5099,-,-,-,-,26.5441,18.8697,0.0164,-,-,-,5.8347,6.3113,0.3205,1.8196,10.9155,0.53,0.5202,2017
Mitsubishi UFJ Financial,MUFG,-,0.6679,5.4117,-,-,-,-,29.6277,18.8073,0.017,-,-,-,5.9733,6.4379,0.3482,1.9837,10.4659,5.369,5.4262,2016
Mitsubishi UFJ Financial,MUFG,-,0.593,5.0267,-,-,-,-,33.546,21.476,0.0168,-,-,-,6.6347,7.1729,0.4008,2.7001,11.2226,1.5371,1.5162,2015
Mitsubishi UFJ Financial,MUFG,-,0.5688,4.9471,-,-,-,-,34.2908,21.8863,0.0174,-,-,-,7.2987,8.093,0.4273,3.1469,10.6718,-2.6751,-2.6742,2014
AT&T,T,0.7131,0.5212,1.1694,59.0592,19.1631,19.1631,34.5003,16.212,11.5921,0.3008,23.0239,11.8989,30.6751,13.3027,-18.8424,3.838,6.369,16.4253,0.5587,0.6857,2023
AT&T,T,0.5894,0.5468,1.2777,57.8867,-3.799,-3.799,11.1263,-2.5625,-7.2279,0.2997,16.2818,10.5304,34.6617,-6.4571,7.5635,-1.7063,-2.9266,14.9359,-0.2338,-0.7488,2022
AT&T,T,1.6075,0.451,0.962,54.9329,19.3206,19.3206,32.6393,21.7632,14.8271,0.243,18.1675,10.8859,33.5296,12.9319,-84.594,4.3102,7.1002,25.7462,-0.0666,-0.1708,2021
AT&T,T,0.8198,0.4618,0.8773,54.1063,5.8525,5.8525,21.5973,-0.2475,-3.7532,0.2721,17.7675,7.0764,51.5797,-0.8491,1.719,-0.2895,-0.457,25.1532,-1.6027,-0.8981,2020
AT&T,T,0.7947,0.4283,0.8079,53.5628,15.4283,15.4283,36.2922,10.1925,7.6714,0.3284,-,8.0046,45.5986,7.4158,-17.2963,2.7145,4.2393,27.8355,0.2169,0.6671,2019
AT&T,T,0.7983,0.4616,0.9104,53.4898,15.2826,15.2826,34.1411,14.5664,11.3437,0.3211,-,6.4504,56.5853,10.2912,-20.105,3.7515,5.5404,26.6265,0.2589,0.4758,2018
AT&T,T,0.9724,0.4701,1.1573,51.5341,12.4388,12.4388,27.6288,9.4297,18.3437,0.3615,-,9.7171,37.5626,21.018,-38.4042,6.7208,11.1378,23.1303,-0.0638,0.0733,2017
AT&T,T,0.7586,0.4781,0.9952,52.8714,14.3742,14.3742,30.1552,12.0963,7.9225,0.4056,-,9.7526,37.4257,10.7429,-13.6111,3.3017,5.607,20.2167,-0.1436,-0.2162,2016
AT&T,T,0.7527,0.4894,1.0203,54.3287,16.8834,16.8834,31.8806,14.0953,9.0905,0.3646,-,8.8798,41.1045,11.07,-13.4664,3.399,5.6522,20.1206,0.3526,1.0091,2015
AT&T,T,0.9014,0.4564,0.9065,54.5894,9.2203,9.2203,23.0168,7.8182,4.8638,0.4462,-,9.1173,40.0338,7.4621,-14.5219,2.2693,4.0567,17.4034,-0.4594,-0.6303,2014
Elevance Health,ELV,1.4364,0.371,0.6375,17.3439,5.1039,5.1039,6.1223,4.5027,3.4942,1.573,-,9.5908,38.0572,15.2037,157.038,5.5,9.5625,169.0686,-0.6369,-1.3514,2023
