Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Stellantis,STLA,1.2378,0.1959,0.3588,20.1241,12.126,12.126,16.1087,11.8273,9.8109,0.9377,7.0701,26.2236,13.9188,22.6802,61.0635,9.2145,18.2382,29.3991,1.1843,1.0122,2023
Stellantis,STLA,1.2686,0.212,0.3751,19.6362,11.74,11.74,15.5246,10.7154,9.354,0.9647,8.3138,32.8262,11.1192,23.1812,77.5441,9.0134,18.2676,24.253,-0.3536,0.512,2022
Stellantis,STLA,1.1532,0.2866,0.5964,19.7271,10.6138,10.6138,14.543,9.632,9.5035,0.8699,10.5574,45.513,8.0197,23.4749,135.5553,7.6954,16.7463,21.2641,0.3272,2.8346,2021
Stellantis,STLA,1.026,0.3971,0.8166,12.361,2.5774,2.5774,8.511,1.5644,0.0335,0.8691,9.385,15.3845,23.7253,0.0928,8.3629,0.0241,0.0559,14.593,-0.7865,-1.0391,2020
Stellantis,STLA,0.8057,0.2187,0.4499,13.8861,4.581,4.581,9.6139,3.7167,6.1209,1.1035,9.5828,15.4553,23.6165,9.4159,136.9863,2.7539,7.3569,16.2492,-0.0342,-1.9486,2019
Stellantis,STLA,0.8239,0.2582,0.5834,13.9487,4.5575,4.5575,9.5452,3.7206,3.2678,1.1398,8.8845,14.5145,25.1472,13.3719,-408.0885,3.4375,9.9196,15.0087,-0.0488,2.1745,2018
Stellantis,STLA,0.7674,0.3382,0.8563,15.2875,5.7187,5.7187,11.0282,5.5538,3.1469,1.152,7.2725,13.6922,26.6576,16.7246,-88.9733,3.6449,11.068,12.171,-0.1382,-0.023,2017
Stellantis,STLA,0.803,0.4543,1.2426,14.1626,4.3966,4.3966,9.7615,2.7977,1.6241,1.064,7.862,14.844,24.5891,9.3732,-24.88,1.7385,5.115,11.0568,0.5126,0.6094,2016
Stellantis,STLA,1.2731,0.6309,1.7094,11.732,2.1547,2.1547,7.05,0.2342,0.302,1.0529,8.6001,21.775,16.7624,0.5721,-1.0966,0.0885,0.2112,10.6305,-0.8217,0.6595,2015
Stellantis,STLA,1.4044,0.7105,2.4548,13.4707,3.4582,3.4582,8.5544,1.2238,0.6577,0.956,6.6693,14.2673,25.583,5.905,-8.9058,0.8071,1.7092,-,7.9896,0.0469,2014
Target,TGT,0.9064,0.5263,1.194,27.6282,5.3132,5.3132,7.9209,4.9315,3.8525,1.9404,6.5401,-,-,30.807,30.807,7.4753,14.5941,29.0941,9.9815,11.5274,2023
Target,TGT,0.9152,0.5877,1.4369,24.6435,3.5264,3.5264,6.0007,3.1323,2.5477,2.0459,6.0915,-,-,24.7507,24.7507,5.2123,10.2052,24.399,-8.8592,-13.5996,2022
Target,TGT,0.992,0.5137,1.0696,29.2835,8.4392,8.4392,10.9316,8.4024,6.5525,1.97,5.3922,-,-,54.1514,54.1514,12.9081,26.3346,27.2177,-3.3195,-5.2994,2021
Target,TGT,1.0314,0.4441,0.8781,29.2686,6.989,6.989,9.645,5.9277,4.6686,1.8257,6.2121,-,-,30.2493,30.2493,8.5233,16.8155,28.8294,7.0218,7.6121,2020
Target,TGT,0.8906,0.4893,0.9718,29.7624,5.9632,5.9632,9.2969,5.3641,4.2004,1.8259,6.1014,-,-,27.6261,27.6261,7.6416,14.1082,23.4689,2.6011,3.2873,2019
Target,TGT,0.8338,0.475,0.9981,29.2704,5.4541,5.4541,8.7372,4.8782,3.8975,1.825,5.6122,-,-,25.9361,25.9361,7.0961,13.6152,21.8189,-1.4,-3.2882,2018
Target,TGT,0.9608,0.4883,0.9783,29.6903,5.8091,5.8091,9.2142,4.9922,4.0075,1.8042,5.9468,-,-,24.9592,24.9592,7.2153,12.7723,21.5089,3.2563,1.2865,2017
Target,TGT,0.9436,0.5018,1.164,30.0636,6.9218,6.9218,10.2204,5.6367,3.8907,1.8773,5.9147,-,-,24.3404,24.3404,7.1224,12.127,19.6941,-0.0679,-0.4169,2016
Target,TGT,1.1195,0.4797,0.9848,29.1984,7.4947,7.4947,10.494,6.6721,4.5578,1.8326,6.0738,-,-,25.6309,25.6309,8.2485,13.3363,21.5151,2.4383,2.8523,2015
Target,TGT,1.1609,0.4744,0.9091,29.3867,6.245,6.245,9.1768,5.0304,-2.2529,1.7638,6.1915,-,-,17.4966,17.4966,5.9482,9.1961,21.863,-3.1834,-2.9957,2014
Becton Dickinson,BDX,1.3064,0.3636,0.6156,42.1743,10.8972,10.8972,22.708,8.5794,7.3508,0.367,3.4225,7.6448,47.7447,5.9309,-15.8156,2.8988,3.7746,88.8317,1.7689,2.1243,2023
Becton Dickinson,BDX,1.0422,0.3545,0.6354,44.9232,12.0986,12.0986,23.911,9.4489,8.9507,0.3565,3.2236,8.6125,42.3802,6.4676,-14.0355,3.0888,4.1743,89.2231,-5.5269,-4.8251,2022
