Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
ING Group,ING,-,0.6915,4.183,-,-,-,-,34.2972,23.5201,0.018,-,-,-,7.8649,8.0378,0.4463,2.4265,17.2107,-0.2121,-0.2265,2023
ING Group,ING,-,0.6272,3.5379,-,-,-,-,60.7816,42.461,0.0292,-,-,-,21.4511,21.8736,1.2518,7.9962,16.1167,1.3136,1.3147,2022
ING Group,ING,-,0.6348,3.3601,-,-,-,-,42.8221,30.3917,0.0206,-,-,-,11.5128,11.7705,0.6404,4.2044,16.0013,-34.1894,-34.1714,2021
ING Group,ING,-,0.6092,3.4009,-,-,-,-,22.988,15.2171,0.0158,-,-,-,4.4243,4.5447,0.2494,1.729,15.4155,25.8918,25.9085,2020
ING Group,ING,-,0.6955,4.0633,-,-,-,-,35.3202,24.3861,0.018,-,-,-,7.7107,8.0063,0.4503,2.3478,14.9141,1.6545,1.6574,2019
ING Group,ING,-,0.7061,4.4908,-,-,-,-,39.5404,26.947,0.02,-,-,-,9.7671,10.141,0.5504,2.8708,15.1281,3.6273,3.6035,2018
ING Group,ING,-,0.6616,4.0059,-,-,-,-,45.1323,30.5013,0.0212,-,-,-,-,-,-,-,14.2987,-3.9684,-3.9441,2017
ING Group,ING,-,0.6832,4.5106,-,-,-,-,37.2992,29.3892,0.0201,-,-,-,9.6296,9.9377,0.5472,3.0504,13.6562,-0.6062,-0.608,2016
ING Group,ING,-,0.7267,5.9841,-,-,-,-,39.1911,26.3729,0.0181,-,-,-,9.2502,9.5793,0.5035,2.5279,13.086,-1.0403,-1.0119,2015
ING Group,ING,-,0.698,5.2148,-,-,-,-,34.4767,9.1301,0.0139,-,-,-,6.2618,6.4572,0.3467,1.8914,18.8391,7.0036,7.0081,2014
PNC Financial Services,PNC,-,0.4045,1.4223,-,-,-,-,32.4658,24.706,0.0369,-,-,-,11.042,15.4615,1.0056,6.5756,128.4856,3.1684,3.1684,2023
PNC Financial Services,PNC,-,0.3677,1.2816,-,-,-,-,36.2011,27.651,0.037,-,-,-,13.3437,19.4669,1.097,8.4375,114.3653,5.1118,5.1118,2022
PNC Financial Services,PNC,-,0.3558,0.5524,-,-,-,-,34.9575,27.0585,0.0359,-,-,-,10.2735,13.3164,1.0275,6.6177,132.681,6.0233,6.0233,2021
PNC Financial Services,PNC,-,0.384,0.6883,-,-,-,-,24.9818,19.7873,0.0294,-,-,-,5.5569,6.893,0.6435,3.4228,127.4552,-5.5243,-5.5243,2020
PNC Financial Services,PNC,-,0.4709,1.2213,-,-,-,-,34.184,26.665,0.0392,-,-,-,9.3043,11.9352,1.119,4.9225,113.6936,-0.2456,-0.2456,2019
PNC Financial Services,PNC,-,0.3929,1.0972,-,-,-,-,34.7611,32.0682,0.0413,-,-,-,9.5416,12.4641,1.1922,5.7929,104.5295,5.2015,5.2015,2018
PNC Financial Services,PNC,-,0.4114,1.1411,-,-,-,-,34.5544,31.8039,0.0417,-,-,-,11.3229,14.7294,1.415,6.6644,100.6025,4.4794,4.4794,2017
PNC Financial Services,PNC,-,0.398,1.0358,-,-,-,-,35.6643,24.8625,0.0402,-,-,-,8.5051,11.0716,1.0877,5.1198,96.6062,-3.6046,-3.6046,2016
PNC Financial Services,PNC,-,0.3937,1.0866,-,-,-,-,36.7869,25.8116,0.0418,-,-,-,9.0104,11.7405,1.1557,5.4632,91.2302,0.2042,0.2042,2015
PNC Financial Services,PNC,-,0.3802,1.2321,-,-,-,-,37.1739,26.0628,0.0438,-,-,-,9.9862,11.9765,1.2192,5.6597,88.0956,-0.0413,-0.0413,2014
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5542,3.6863,-,-,-,-,42.0385,27.1444,0.0381,-,-,-,15.2282,15.9087,1.0852,6.7886,10.2456,-4.1688,-4.0538,2023
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5227,3.1931,-,-,-,-,42.1471,26.6021,0.0349,-,-,-,13.8849,14.5033,0.9855,6.6274,8.8436,4.2493,4,2022
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5335,3.2113,-,-,-,-,39.1152,22.0877,0.0318,-,-,-,12.3726,12.9566,0.9101,5.7719,8.6516,-5.033,-5.0781,2021
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5526,3.1651,-,-,-,-,22.7431,5.6803,0.0312,-,-,-,7.6771,8.0545,0.5216,3.4347,8.5691,6.0526,6.152,2020
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.538,2.9787,-,-,-,-,26.0707,14.3107,0.0351,-,-,-,7.9109,9.0598,0.6219,3.6547,9.2257,-2.7657,-2.8367,2019
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5361,2.8157,-,-,-,-,35.5651,22.4187,0.0351,-,-,-,11.6333,13.8039,0.909,5.3963,9.3649,1.1848,1.1914,2018
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5452,2.1064,-,-,-,-,27.4278,13.9256,0.0366,-,-,-,8.9305,10.6155,0.6901,4.0618,9.039,-0.7048,-0.6666,2017
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5795,2.4065,-,-,-,-,25.9279,14.0957,0.0337,-,-,-,8.4668,10.2822,0.6412,3.5606,9.3407,-2.732,-2.4952,2016
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5974,2.5276,-,-,-,-,19.7029,11.309,0.0311,-,-,-,6.0029,7.3685,0.4437,2.4166,9.669,5.1692,5.1299,2015
Banco Bilbao Viscaya Argentaria S.A,BBVA,-,0.5831,2.5521,-,-,-,-,19.0251,12.2589,0.0338,-,-,-,5.9717,6.9669,0.4877,2.4895,11.1165,-1.2665,-1.2786,2014
Spotify Technology,SPOT,1.2861,-,-,25.6435,-3.3668,-3.3668,-2.1741,-3.8122,-4.016,1.5872,-,15.0877,24.1919,-21.086,-40.8602,-6.3743,-21.086,13.8511,3.5319,3.633,2023
Spotify Technology,SPOT,1.2378,-,-,24.951,-5.6195,-5.6195,-4.1613,-3.1551,-3.6668,1.5358,-,16.8734,21.6317,-17.9092,-38.8789,-5.6312,-17.9092,13.0874,-1.9547,-1.5707,2022
