Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Mastercard,MA,1.1658,0.6728,2.2482,100,55.8132,55.8132,65.4594,54.343,44.6052,0.5913,-,6.1818,59.0446,160.5018,-234.6468,26.3735,52.5118,7.4679,1.1345,1.1141,2023
Mastercard,MA,1.1718,0.6839,2.2063,100,55.1513,55.1513,65.6563,52.7589,44.6553,0.5742,-,6.4926,56.2182,156.2303,-197.6119,25.643,49.3907,6.6485,1.9901,1.6808,2022
Mastercard,MA,1.2877,0.6397,1.8828,100,53.3891,53.3891,64.4938,54.5806,46.0019,0.5013,-,6.2821,58.1016,117.6622,-219.924,23.0614,42.3922,7.5337,2.3584,2.2417,2021
Mastercard,MA,1.6133,0.6495,1.9531,100,52.8135,52.8135,63.6102,50.7156,41.8992,0.4556,-,5.7827,63.1194,98.8132,-2849.333,19.0895,34.6335,6.5206,-0.8259,-0.8174,2020
Mastercard,MA,1.4199,0.5903,1.4411,100,57.241,57.241,67.0912,57.6379,48.0839,0.5775,-,6.7156,54.3511,137.1979,1694.781,27.7671,56.2033,5.8759,2.0632,1.8322,2019
Mastercard,MA,1.3949,0.5185,1.1691,100,48.709,48.709,60.0401,48.1873,39.1906,0.6014,-,6.5685,55.5679,108.1395,384.7013,23.568,52.0707,5.2551,0.66,0.5733,2018
Mastercard,MA,1.5691,0.4967,0.9867,100,52.9887,52.9887,64.4955,52.1885,31.3275,0.5859,-,6.3469,57.5086,71.2207,291.7288,18.3553,35.8484,5.2154,1.072,1.0243,2017
Mastercard,MA,1.8357,0.4768,0.9113,100,53.4614,53.4614,64.9035,52.3942,37.667,0.577,-,7.6102,47.9621,71.411,126.6064,21.7349,37.3619,5.2581,0.6047,0.5586,2016
Mastercard,MA,1.7521,0.3503,0.5391,100,52.5292,52.5292,64.2185,51.2879,39.3917,0.5949,-,8.9592,40.7402,62.8176,113.0641,23.4339,40.8146,5.4319,0.6924,0.6774,2015
Mastercard,MA,1.7674,0.1796,0.2189,100,54.0833,54.0833,64.8025,53.7973,38.3116,0.6159,-,8.5131,42.8752,53.0041,78.8361,23.5958,43.484,5.9236,-0.4888,-0.5285,2014
Procter & Gamble,PG,0.6334,0.3412,0.7353,47.8575,22.113,22.113,25.4225,22.3801,17.5243,0.6787,6.0455,14.9892,24.3508,31.8687,-84.8133,12.1974,20.629,19.9251,0.1967,0.1821,2023
