Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Altria,MO,0.4934,1.1614,-7.5166,58.3425,47.1633,47.1633,48.2743,44.6351,33.1373,0.6348,8.3942,344.831,1.0585,-232.9513,-33.9216,21.0786,37.6006,-1.9791,0.6497,0.653,2023
Altria,MO,0.838,1.185,-6.8009,56.766,47.4936,47.4936,48.3942,29.4429,22.916,0.6791,9.1949,14.1866,25.7286,-146.9284,-26.8293,15.5978,27.1874,-2.1971,0.0209,-0.0011,2022
Altria,MO,0.7091,1.0634,-17.462,53.7885,44.4393,44.4393,45.3773,14.7003,9.4722,0.6582,10.0678,553.4681,0.6595,-154.1096,-12.9656,6.2622,9.7699,-0.8809,0.0451,0.0778,2021
Altria,MO,0.7853,0.9053,10.0756,49.7954,41.5746,41.5746,42.5573,26.345,17.0497,0.5516,6.6785,190.8978,1.912,152.2735,-29.959,9.3939,14.4161,1.5739,0.3173,0.3247,2020
Altria,MO,0.5902,0.8106,4.4377,50.6213,41.1231,41.1231,42.0231,3.0506,-5.1772,0.5096,5.4073,165.1974,2.2095,-20.5412,11.243,-2.6344,-3.8908,3.401,-0.2512,-0.2568,2019
Altria,MO,0.2029,0.4458,1.7409,48.3126,35.9368,35.9368,36.8317,36.8278,27.4208,0.4573,5.6242,178.6197,2.0434,47.1093,-259.382,12.5624,26.1063,7.8914,1.8931,1.8706,2018
Altria,MO,0.6396,0.4586,0.9034,46.7743,37.5078,37.5078,38.325,38.4267,39.9124,0.592,6.1182,180.1127,2.0265,66.4955,-439.4929,23.6725,35.9979,8.0894,0.5913,0.5845,2017
Altria,MO,0.9844,0.5208,1.0867,44.9503,34.0312,34.0312,34.8237,84.8819,55.2168,0.5605,6.9098,170.4901,2.1409,111.5165,-313.1926,31.0111,53.4404,6.5729,-1.0196,-0.9996,2016
Altria,MO,0.6946,0.8172,4.4716,43.6974,32.8733,32.8733,33.758,31.7606,20.567,0.8085,7.0507,205.1129,1.7795,182.4922,-36.3089,16.6661,33.3609,1.4658,0.6222,0.5878,2015
Altria,MO,0.8964,0.8198,4.8814,41.4322,31.0741,31.0741,31.9224,31.7022,20.6264,0.7113,7.0402,197.7581,1.8457,168.4385,-35.3951,14.7063,30.3538,1.5268,0.1688,0.1519,2014
Duke Energy,DUK,0.7388,0.5908,1.5849,66.6931,24.329,24.329,45.265,16.404,9.4116,0.1643,2.2551,7.0346,51.8863,8.9767,14.017,2.4472,3.5299,65.0934,5.1145,3.5292,2023
Duke Energy,DUK,0.7006,0.5595,1.4214,65.0375,20.8982,20.8982,41.209,14.1755,8.4956,0.1615,2.8064,6.516,56.0162,7.5725,11.6068,2.1214,3.2091,67.3416,-3.0828,-5.2118,2022
Duke Energy,DUK,0.6239,0.5417,1.313,71.7315,22.3387,22.3387,45.3394,16.2097,15.4421,0.1452,2.2372,6.9906,52.2128,7.5711,11.6954,2.1953,3.3365,66.4968,-1.2198,-0.429,2021
Duke Energy,DUK,0.5325,0.5307,1.2755,72.1347,19.5626,19.5626,43.0412,3.9373,5.4352,0.1439,2.0559,7.4107,49.253,2.3061,3.6445,0.6706,1.039,63.9584,0.7394,2.5718,2020
Duke Energy,DUK,0.6211,0.5342,1.2776,70.2819,22.7641,22.7641,43.4029,16.3364,14.7813,0.1579,2.306,8.1958,44.5353,7.7801,12.4895,2.2526,3.4759,65.4175,1.1109,-0.8843,2019
Duke Energy,DUK,0.6458,0.5384,1.3218,69.2998,19.1061,19.1061,38.257,12.5321,10.8723,0.1687,2.441,7.8242,46.6502,5.9885,10.7008,1.8055,2.7644,60.2944,0.6868,-1.0716,2018
Duke Energy,DUK,0.6772,0.5402,1.3044,70.3713,23.8702,23.8702,41.0397,18.1031,12.9811,0.1709,2.1483,8.495,42.9667,7.3556,13.7416,2.226,3.3821,59.6243,-0.4691,-0.5378,2017
Duke Energy,DUK,0.696,0.5262,1.2276,69.705,22.873,22.873,39.9332,16.4182,9.4623,0.1713,1.9563,8.6017,42.4333,6.2815,11.9264,1.9418,2.9763,58.63,0.2778,-1.4071,2016
Duke Energy,DUK,0.73,0.4809,1.0686,66.4923,22.699,22.699,38.8494,17.478,12.5877,0.1846,2.0011,9.8856,36.9226,6.6732,11.1988,2.1906,3.4642,57.8067,0.3388,-1.7952,2015
Duke Energy,DUK,1.0304,0.4754,1.0363,64.8274,21.5114,21.5114,37.0918,16.7178,8.3655,0.1867,2.2888,8.1436,44.8203,6.2055,10.3263,2.1052,3.2555,57.8487,0.2757,0.4876,2014
Canadian National Railway,CNI,0.6135,0.445,0.9183,74.1443,39.2025,39.2025,50,38.5548,33.4264,0.3195,6.2246,12.9446,28.1971,27.9614,28.9904,10.6805,15.5172,23.1876,0.3778,0.0139,2023
Canadian National Railway,CNI,0.8373,0.4019,0.7215,72.4733,39.9836,39.9836,50.0906,39.5335,29.9176,0.3377,6.8049,12.4778,29.2521,23.9338,24.3958,10.1023,14.3137,24.5135,-0.3801,-0.2058,2022
Canadian National Railway,CNI,1.0981,0.3449,0.5489,75.1675,38.7926,38.7926,49.8308,43.7453,33.7915,0.2983,6.1036,13.4795,27.0781,21.509,21.9323,10.0787,14.0895,25.8916,1.376,1.1261,2021
Canadian National Railway,CNI,0.9475,0.3791,0.6568,76.0909,34.5684,34.5684,46.067,32.8823,25.7761,0.3084,5.6672,13.111,27.8392,18.1263,18.5231,7.9502,11.2554,20.6525,0.2776,1.3108,2020
Canadian National Railway,CNI,0.6601,0.3968,0.7647,73.8285,37.4941,37.4941,47.9654,36.3947,28.2631,0.3407,6.3895,12.2976,29.6806,23.369,23.9382,9.6291,14.097,19.087,-0.0121,-0.553,2019
Canadian National Railway,CNI,0.7794,0.3922,0.7125,74.1429,38.3563,38.3563,47.6363,39.676,30.2214,0.3475,6.6481,12.2506,29.7944,24.5338,24.9108,10.5013,14.9108,18.7647,0.5705,-0.1966,2018
Canadian National Railway,CNI,0.5498,0.3444,0.6501,75.9911,42.6194,42.6194,52.4423,39.0231,42.052,0.3466,7.3844,13.2531,27.5408,32.9251,33.439,14.5739,21.5872,17.302,0.5769,0.3837,2017
Canadian National Railway,CNI,0.7005,0.389,0.7369,78.0427,44.1306,44.1306,54.3076,40.9321,30.2401,0.3248,7.281,13.7566,26.5328,24.5267,25.012,9.8227,14.9862,14.7086,0.0391,0.1432,2016
Canadian National Railway,CNI,0.7181,0.3754,0.6975,76.1002,41.7572,41.7572,50.9397,38.6488,28.0549,0.3464,8.4901,14.3633,25.4119,23.6656,24.1832,9.7192,14.7817,14.8814,0.1823,0.076,2015
Canadian National Railway,CNI,0.9387,0.3686,0.6243,52.5054,38.1079,38.1079,46.7612,35.9321,26.1002,0.3817,17.2032,13.0754,27.9149,22.8604,23.4344,9.6857,14.433,-,0.747,0.4251,2014
Intercontinental Exchange,ICE,1.0041,0.4448,0.8769,98.4602,46.2444,46.2444,61.4547,36.2293,29.6445,0.0587,-,5.8477,62.4174,9.4547,-11.0397,1.7915,5.2492,45.0017,-0.0661,-0.0724,2023
Intercontinental Exchange,ICE,1.0521,0.4432,0.7962,98.2035,49.8903,49.8903,64.0291,24.7943,19.83,0.0375,-,6.2378,58.5141,6.5814,-13.0944,0.7708,3.6645,40.7174,0.8077,0.7485,2022
Intercontinental Exchange,ICE,1.0058,0.3527,0.6118,97.775,48.2648,48.2648,62.3846,79.7369,56.787,0.0369,-,5.9156,61.7017,17.8873,-33.5976,2.1028,11.5778,40.549,0.3364,0.2751,2021
Intercontinental Exchange,ICE,0.9911,0.4197,0.8466,97.6143,50.2485,50.2485,62.6905,45.8251,34.609,0.0478,-,4.9073,74.3787,10.7914,-13.0405,1.6704,6.2626,34.82,0.4848,0.2859,2020
Intercontinental Exchange,ICE,0.9878,0.233,0.4523,97.5971,51.3841,51.3841,64.11,47.6932,37.1588,0.0551,-,5.2652,69.3233,11.3387,-31.0421,2.0742,8.6972,31.2022,0.3314,0.2752,2019
Intercontinental Exchange,ICE,1.0088,0.2736,0.4318,97.369,51.8779,51.8779,63.6473,50.6126,39.9277,0.0537,-,5.2246,69.8624,11.7231,-31.9823,2.1769,8.5157,30.283,0.8647,0.9821,2018
Intercontinental Exchange,ICE,0.9887,0.2008,0.3591,97.3911,51.2937,51.2937,62.8288,54.4631,54.4631,0.0593,-,5.1362,71.064,15.0368,-46.4364,3.2633,12.0177,29.1338,-0.0775,-0.0692,2017
Intercontinental Exchange,ICE,0.9747,0.1972,0.404,96.9637,48.1383,48.1383,61.6578,45.2793,31.6933,0.055,-,5.807,62.8557,9.2484,-20.9429,1.7768,7.4242,26.4773,1.2423,1.1286,2016
Intercontinental Exchange,ICE,0.9739,0.2412,0.4925,95.8358,52.4266,52.4266,62.9419,49.5207,38.1666,0.0428,-,4.7686,76.5428,8.7264,-16.1936,1.6605,6.6217,24.9832,-0.2079,-0.2672,2015
Intercontinental Exchange,ICE,0.996,0.1528,0.3451,94.1462,46.8305,46.8305,55.8215,45.5045,31.727,0.0453,-,6.0866,59.9677,8.1101,-25.6182,1.4724,6.8709,21.9327,0.7456,0.7625,2014
"Banco Santander, S.A",SAN,-,0.809,5.2185,-,-,-,-,28.6627,18.4316,0.032,-,-,-,11.6873,14.44,0.6779,2.2322,6.971,-1.3913,-1.4653,2023
"Banco Santander, S.A",SAN,-,0.8149,5.4571,-,-,-,-,29.2611,17.4147,0.03,-,-,-,11.0304,13.6357,0.6205,2.0419,6.122,-1.8725,-1.8604,2022
"Banco Santander, S.A",SAN,-,0.738,3.4955,-,-,-,-,31.3486,17.5071,0.0291,-,-,-,9.9461,11.9959,0.6049,2.6054,6.6216,-0.7645,-0.6408,2021
