Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Interactive Brokers,IBKR,1.1132,-,0.8216,91.106,70.8756,70.8756,73.0415,70.7143,13.8249,0.0338,-,0.0934,3909.873,19.9901,19.9901,2.1896,19.9901,131.4107,3.7599,3.9782,2023
Interactive Brokers,IBKR,1.1032,-,0.7838,89.4359,65.2429,65.2429,67.9817,65.1451,12.39,0.0266,-,0.072,5066.205,15.8588,15.8588,1.5998,15.8588,112.8896,-22.8858,-22.7566,2022
Interactive Brokers,IBKR,1.0942,-,1.1718,91.3044,65.9543,65.9543,68.6809,65.8438,11.3486,0.0249,-,0.0461,7912.323,16.0047,16.0047,1.4994,16.0047,104.0883,-37.9942,-38.1846,2021
Interactive Brokers,IBKR,1.097,-,1.1228,86.7899,57.2137,57.2137,60.009,56.6276,8.7917,0.0232,-,0.0545,6696.219,13.0956,13.0956,1.2322,13.0956,99.1814,65.349,65.6922,2020
Interactive Brokers,IBKR,1.117,-,0.8554,87.0418,62.0031,62.0031,64.6877,59.7315,8.3118,0.027,-,0.0603,6057.644,13.7154,13.7154,1.5193,13.7154,103.4526,2.978,2.4995,2019
Interactive Brokers,IBKR,1.1285,-,0.6617,85.8644,63.0583,63.0583,64.4246,62.8481,8.8807,0.0314,-,0.0683,5344.383,15.7211,15.7211,1.8581,15.7211,95.285,16.7037,16.6139,2018
Interactive Brokers,IBKR,1.1122,-,1.0169,85.8402,61.7509,61.7509,63.2198,61.6334,4.4653,0.0278,-,0.0553,6596.592,12.3271,12.3271,1.2966,12.3271,90.0022,5.5846,5.5909,2017
Interactive Brokers,IBKR,1.11,-,1.1189,82.5215,54.9427,54.9427,56.7335,54.5129,6.0172,0.0255,-,0.0681,5361.525,12.0103,12.0103,1.2785,12.0103,85.6071,-2.1626,-2.0839,2016
Interactive Brokers,IBKR,1.1121,-,1.0313,80.5719,50.799,50.799,52.6493,38.5198,4.1211,0.0244,-,0.0668,5465.791,7.7657,7.7657,0.8516,7.7657,83.5196,4.3723,4.2216,2015
Interactive Brokers,IBKR,1.1235,-,1.119,79.674,48.8015,48.8015,50.7191,48.5139,4.3145,0.024,-,0.0572,6375.776,8.8525,8.8525,1.058,8.8525,88.6734,4.4767,4.4813,2014
Eni SpA,E,1.2952,0.2882,0.5355,22.1271,8.7084,8.7084,16.5964,10.7872,5.0319,0.6649,11.936,5.5738,65.4849,9.0597,10.2825,3.408,6.449,34.3957,-0.7059,-1.7529,2023
Eni SpA,E,1.2644,0.2597,0.4874,23.3067,13.0978,13.0978,18.4872,16.493,10.3877,0.8788,13.2999,6.3188,57.7641,25.2779,28.0877,9.177,18.7135,32.586,2.0264,0.6078,2022
Eni SpA,E,1.3351,0.3475,0.6243,28.5736,15.8684,15.8684,24.9502,13.7391,7.4848,0.5645,9.1484,4.0835,89.3833,13.118,14.7029,4.2391,8.5589,29.216,5.4378,5.1026,2021
Eni SpA,E,1.3869,0.3687,0.7118,25.3543,-7.2864,-7.2864,8.9639,-13.3001,-19.2115,0.4099,8.6183,4.0456,90.2207,-23.0123,-24.9674,-7.8688,-14.5282,23.7566,-4.6444,-2.5984,2020
Eni SpA,E,1.1776,0.283,0.5119,28.3878,9.0539,9.0539,20.4642,8.0883,0.2083,0.5755,10.7465,5.4375,67.1264,0.3236,0.3457,0.1256,0.232,29.5241,-1.2218,-1.0339,2019
Eni SpA,E,1.39,0.2822,0.5064,27.7054,12.9754,12.9754,22.058,13.1366,5.3628,0.65,11.9592,5.4562,66.8963,8.1002,8.6362,3.4949,5.8141,33.1944,2.5963,1.1617,2018
Eni SpA,E,1.4729,0.2956,0.5139,26.0873,11.2882,11.2882,21.831,9.6426,4.7537,0.6176,11.3527,4.5102,80.9277,7.0239,7.4789,2.9384,4.9474,29.9069,1.6322,3.5883,2017
Eni SpA,E,1.371,0.2792,0.5131,22.1703,3.8047,3.8047,17.1379,1.5734,-2.5823,0.4552,9.5156,3.2225,113.267,-1.9666,-2.0957,-0.8383,-1.4175,32.3291,-2.6248,-1.867,2016
Eni SpA,E,1.3523,0.2654,0.5175,21.7014,-4.0336,-4.0336,9.9688,-5.7727,-12.7391,0.5115,13.8064,3.2909,110.9109,-13.2796,-13.9101,-5.2874,-9.7547,32.7964,-3.7861,-2.308,2015
Eni SpA,E,1.4636,0.2369,0.4162,22.1798,7.1358,7.1358,16.122,6.6175,1.1636,0.7588,11.4282,3.8792,94.0924,1.3664,1.4514,0.5814,1.0426,45.5092,3.0412,2.8701,2014
Microchip Technology,MCHP,1.1959,0.4289,0.9012,65.4367,33.6765,33.6765,45.7836,30.99,24.9777,0.481,2.0051,6.6752,54.6802,28.6416,-68.1182,12.0133,16.3567,12.4059,-1.2188,-0.8675,2023
Microchip Technology,MCHP,0.9842,0.4363,0.9887,67.5211,36.9251,36.9251,48.9542,34.4804,26.5171,0.5155,2.0687,6.465,56.4583,34.3543,-63.4089,13.6693,19.3651,11.9415,1.4741,1.2324,2022
Microchip Technology,MCHP,1.7531,0.566,1.3041,65.2348,27.1167,27.1167,44.7082,21.7347,18.8465,0.4211,2.7754,6.3592,57.397,21.8074,-26.6596,7.9354,9.4646,10.6308,1.4821,1.0088,2021
Microchip Technology,MCHP,0.8903,0.5869,1.6683,62.1286,18.3528,18.3528,41.1812,6.2426,6.4247,0.33,3.0971,5.4509,66.961,6.5466,-5.7014,2.1203,2.7047,9.756,0.5283,0.4982,2020
Microchip Technology,MCHP,1.3541,0.6137,1.6976,61.4709,12.2692,12.2692,37.9489,2.8516,10.8187,0.3027,2.9635,5.6469,64.6373,10.2157,-8.4139,3.2744,3.9464,11.3838,-0.338,-0.0062,2019
Microchip Technology,MCHP,0.9327,0.6285,1.9493,54.7958,13.3527,13.3527,32.1824,3.8228,6.653,0.2915,3.3978,6.0748,60.0839,6.731,-4.4145,1.9395,2.5004,11.1274,0.4992,0.4364,2018
Microchip Technology,MCHP,1.6637,0.349,0.9355,60.8094,23.5204,23.5204,41.8308,18.5214,6.4158,0.4821,3.2761,7.0619,51.6857,7.7871,-37.4927,3.0931,5.0693,6.9775,0.5955,0.3122,2017
Microchip Technology,MCHP,3.2718,0.47,0.9021,51.5641,8.0932,8.0932,23.6399,2.6351,4.8301,0.4433,3.9564,7.1233,51.2401,5.216,-14.5019,2.2194,2.7645,7.1383,0.5441,0.625,2016
Microchip Technology,MCHP,8.1064,0.5328,1.1406,55.4686,16.2104,16.2104,32.048,12.9435,14.9128,0.3924,3.1543,7.4894,48.7355,15.0587,60.8929,5.8488,7.0347,5.2697,0.0992,0.2412,2015
Microchip Technology,MCHP,7.5278,0.4699,0.8864,57.268,19.8236,19.8236,34.0526,16.1109,17.1869,0.4491,3.2831,7.8377,46.5698,17.7254,37.0761,7.6416,9.3965,5.0995,0.0585,-0.0533,2014
Williams,WMB,0.7741,0.6109,1.7754,82.7267,39.5251,39.5251,59.2189,40.3869,29.1189,0.2073,6.8759,6.5903,55.3842,22.8864,46.5881,6.4606,8.8849,12.2358,0.8578,0.6256,2023
Williams,WMB,0.7765,0.6096,1.6308,69.275,27.5239,27.5239,46.5116,23.1829,18.6594,0.2264,10.5281,4.0268,90.6425,15.1106,31.6821,4.371,5.8851,11.5312,0.7603,-0.0833,2022
Williams,WMB,0.9149,0.6056,1.679,63.0093,24.7577,24.7577,42.8531,19.5069,14.2467,0.2232,10.372,5.3726,67.9373,11.1048,23.3169,3.2807,4.3691,11.6058,0.3613,0.387,2021
Williams,WMB,0.6162,0.5953,1.5322,79.9845,28.527,28.527,53.9189,3.5885,2.6947,0.1748,11.3603,7.7267,47.2386,1.361,2.7735,0.4483,0.5495,12.0223,-0.165,0.5559,2020
Williams,WMB,0.3982,0.5518,1.362,76.0883,23.424,23.424,44.3239,12.974,10.328,0.1781,15.688,8.2339,44.3287,4.4645,8.6734,1.5834,1.9966,13.5017,-0.3402,1.241,2019
Williams,WMB,0.8084,0.583,1.4011,68.8349,8.8418,8.8418,29.3346,3.8107,-1.796,0.1917,20.8231,8.756,41.6855,1.2091,2.3451,0.426,0.5031,13.2207,-0.3461,-0.7525,2018
Williams,WMB,0.8235,0.5582,1.2943,71.361,11.5428,11.5428,34.1303,6.6617,27.0701,0.1733,20.354,8.2285,44.3581,15.5116,33.9789,5.4129,6.8535,19.5823,-1.8067,-2.0595,2017
Williams,WMB,0.4958,0.617,1.6732,76.9969,9.1879,9.1879,33.6712,-5.0007,-5.6541,0.1601,12.5,7.9947,45.6554,-2.4918,-7.9854,-0.7473,-0.9545,18.728,1.9208,3.4514,2016
Williams,WMB,0.6115,0.5947,1.5092,75.8288,3.0707,3.0707,41.6033,-23.2745,-7.7582,0.1501,14.0079,7.0701,51.6257,-8.0986,-21.1662,-2.6805,-3.282,21.6622,0.6915,1.9921,2015
Williams,WMB,0.7363,0.5074,1.0699,60.5081,20.5447,20.5447,36.6374,46.9294,27.681,0.1514,13.0563,6.705,54.437,11.5755,27.1543,4.6279,5.7018,27.004,-0.3035,-0.6333,2014
Norfolk Southern,NSC,1.2428,0.5733,1.3441,66.5021,23.4534,23.4534,34.1313,19.0852,15.0049,0.2918,15.4242,10.5981,34.4402,14.2947,14.2947,4.3863,6.0989,56.633,-3.9404,-6.7402,2023
Norfolk Southern,NSC,0.7576,0.5321,1.1923,67.8776,37.7324,37.7324,47.3127,32.4049,25.6414,0.3278,16.1818,11.1019,32.8772,25.6813,25.6813,8.4094,12.0168,55.8279,0.7699,-1.0979,2022
Norfolk Southern,NSC,0.8596,0.4934,1.0146,72.4287,39.912,39.912,50.5116,34.8052,26.9521,0.2895,14.0917,11.416,31.9727,22.0292,22.0292,7.8066,11.1594,56.7989,2.9765,2.2169,2021
Norfolk Southern,NSC,1.0731,0.45,0.8573,70.6303,30.6671,30.6671,42.4558,25.8453,20.5333,0.2579,13.0091,11.5436,31.6192,13.6096,13.6096,5.3027,7.4852,58.6723,-0.4798,1.1779,2020
Norfolk Southern,NSC,0.9048,0.439,0.8032,69.7415,35.3134,35.3134,45.3966,30.9048,24.0528,0.2979,14.0082,12.2783,29.7273,17.9268,17.9268,7.1777,10.0576,58.8744,1.356,1.4086,2019
Norfolk Southern,NSC,0.7186,0.4074,0.7255,69.698,34.5523,34.5523,44.1875,30.2758,23.2152,0.3162,16.773,11.3558,32.1422,17.3545,17.3545,7.3567,10.2847,57.3,2.0919,1.0966,2018
Norfolk Southern,NSC,0.8444,0.3583,0.6013,71.6141,33.3807,33.3807,43.4177,29.6465,51.18,0.2955,13.491,11.0482,33.0372,33.0338,33.0338,15.1326,21.1963,57.5703,0.9557,1.652,2017
Norfolk Southern,NSC,0.9795,0.4352,0.823,69.2051,30.4308,30.4308,40.8475,26.1125,16.8184,0.2834,11.8483,10.4635,34.8832,13.4419,13.4419,4.7805,7.5918,42.7281,0.6968,2.3891,2016
Norfolk Southern,NSC,1.126,0.4352,0.8281,65.1603,27.4379,27.4379,37.5131,23.2328,14.7465,0.3079,13.5129,11.111,32.8504,12.7667,12.7667,4.5578,7.21,40.9275,0.2252,-0.9901,2015
Norfolk Southern,NSC,1.5607,0.4172,0.7241,63.8593,30.7553,30.7553,38.9797,26.9615,17.1542,0.3501,17.8009,11.018,33.1276,16.1186,16.1186,6.0241,9.3936,40.2544,-0.4279,-1.0499,2014
Aflac,AFL,-,0.2509,0.335,-,28.1375,29.1803,33.5437,28.1375,24.9131,0.1476,-,-,-,21.1917,21.1917,3.6765,15.8745,38.0048,-0.7554,-0.7554,2023
Aflac,AFL,-,0.2698,0.3695,-,25.4389,26.6197,30.7576,25.4389,23.0826,0.1453,-,-,-,21.9365,21.9365,3.3536,16.0177,32.7343,-1.3806,-1.3806,2022
Aflac,AFL,-,0.1931,0.2393,-,24.1626,25.2668,29.1408,24.1626,19.6298,0.1368,-,-,-,12.7237,12.7237,2.6856,10.2672,50.9912,-0.8552,-0.8552,2021
Aflac,AFL,-,0.1905,0.2354,-,18.7791,19.8718,25.3533,18.7791,21.574,0.1342,-,-,-,14.2376,14.2376,2.8942,11.5249,48.4639,1.0109,1.0109,2020
Aflac,AFL,-,0.1849,0.2268,-,19.9265,20.9486,26.6957,19.9265,14.8115,0.146,-,-,-,11.4092,11.4092,2.1628,9.2997,39.8449,-0.4554,-0.4554,2019
Aflac,AFL,-,0.1976,0.2463,-,18.3059,19.3262,25.0483,18.3059,13.4204,0.155,-,-,-,12.4457,12.4457,2.0797,9.9863,31.0637,0.083,0.083,2018
Aflac,AFL,-,0.177,0.215,-,18.5443,19.652,24.8765,18.5443,21.2489,0.1579,-,-,-,18.717,18.717,3.3553,15.4047,31.4992,0.4484,0.4484,2017
Aflac,AFL,-,0.2074,0.2617,-,18.0283,19.2163,24.2741,18.0283,11.7869,0.1738,-,-,-,12.9821,12.9821,2.0482,10.2895,25.236,-0.5893,-0.5893,2016
Aflac,AFL,-,0.2192,0.2807,-,18.5033,19.8879,24.9952,18.5033,12.1359,0.1765,-,-,-,14.3043,14.3043,2.142,11.1689,20.8634,0.6077,0.6077,2015
Aflac,AFL,-,0.2235,0.2879,-,19.7598,21.1545,21.1545,19.7598,12.984,0.1898,-,-,-,16.0844,16.0844,2.464,12.4889,20.7337,-4.0687,-4.0687,2014
Simon Property,SPG,-,0.8817,7.4559,-,49.6042,49.6042,73.1706,41.0549,40.2872,0.1651,-,-,-,75.8437,74.9508,7.6335,8.8637,10.7131,0.5378,-0.0886,2023
Simon Property,SPG,-,0.8736,6.911,-,48.8251,48.8251,73.244,35.6787,40.3708,0.1603,-,-,-,68.6901,67.902,7.4289,8.5832,11.0464,0.4202,0.2168,2022
Simon Property,SPG,-,0.8679,6.5718,-,47.1622,47.1622,73.0748,37.9744,43.9005,0.1515,-,-,-,67.3985,66.668,7.6048,8.8048,11.7247,3.5336,3.396,2021
Simon Property,SPG,-,0.885,7.6961,-,42.7956,42.7956,72.204,22.8501,24.0744,0.1324,-,-,-,37.237,36.7856,3.6719,4.2302,10.5703,-4.8289,-3.4661,2020
Simon Property,SPG,-,0.8925,8.3,-,50.6115,50.6115,74.8361,34.9058,36.4584,0.1843,-,-,-,84.4661,83.2353,7.7588,8.9501,9.4869,0.2512,-0.638,2019
Simon Property,SPG,-,0.8599,6.138,-,51.8361,51.8361,75.7459,37.1135,43.1638,0.184,-,-,-,75.1781,74.3317,9.1974,10.4136,12.2872,0.5775,0.9301,2018
Simon Property,SPG,-,0.8532,5.8112,-,50.6997,50.6997,75.2567,33.7293,35.182,0.1713,-,-,-,53.505,52.9613,6.9593,7.7756,13.6222,0.7504,0.9009,2017
Simon Property,SPG,-,0.8225,4.6326,-,50.0591,50.0591,74.4913,31.7649,33.7715,0.1747,-,-,-,43.4192,43.0392,6.8632,7.6411,15.8426,1.0322,1.7813,2016
Simon Property,SPG,-,0.8112,4.2974,-,50.6802,50.6802,74.2121,30.843,34.6439,0.1723,-,-,-,41.3595,41.0127,6.9994,7.7421,16.8585,0.9667,0.3451,2015
Simon Property,SPG,-,0.778,3.5038,-,48.9721,48.9721,75.3698,25.9744,28.8504,0.1649,-,-,-,27.4597,27.2564,5.4928,6.0518,19.1497,0.0814,0.2286,2014
VALE S.A,VALE,1.276,0.278,0.4099,42.3488,33.9963,33.9963,41.3436,26.6873,19.1054,0.4436,5.1428,8.1978,44.5243,19.7775,27.615,8.6053,14.2802,9.5308,0.5362,0.3558,2023
VALE S.A,VALE,1.1177,0.2858,0.4132,45.1904,39.2527,39.2527,46.486,45.1219,42.8568,0.5045,5.361,7.841,46.5502,44.9971,61.9838,19.3454,32.1378,8.3331,-2.6422,-2.8132,2022
VALE S.A,VALE,1.4712,0.3118,0.4872,60.1317,50.811,50.811,56.3778,54.2017,41.182,0.6094,4.9644,11.4116,31.9849,70.3676,94.4818,27.7767,48.426,7.2952,2.3266,2.1473,2021
VALE S.A,VALE,1.6721,0.332,0.5296,55.5848,32.4264,32.4264,32.4264,17.6761,12.3429,0.4298,4.325,7.1874,50.7834,17.9633,24.5054,6.7984,12,6.7878,0.4304,0.3287,2020
VALE S.A,VALE,1.2309,0.2908,0.447,43.6066,3.5108,3.5108,13.4283,-7.3862,-4.4796,0.4096,4.9572,10.8867,33.5272,-5.5907,-7.1489,-2.377,-3.9647,7.6035,-0.1299,-0.1214,2019
VALE S.A,VALE,1.6784,0.2439,0.345,39.5516,32.6863,32.6863,41.8483,18.6357,18.756,0.4147,4.9761,10.3583,35.2376,15.5871,18.9531,7.9238,11.7851,8.7456,0.0961,0.1024,2018
VALE S.A,VALE,1.4453,0.3171,0.5023,38.0605,32.1783,32.1783,43.0948,23.0488,16.2128,0.3425,5.3589,9.005,40.5329,14.1472,17.4591,6.3861,9.6617,8.6143,1.1638,1.3793,2017
VALE S.A,VALE,2.0092,0.4027,0.7148,35.7902,25.6548,25.6548,38.3404,29.0454,14.4863,0.2776,5.2702,5.1982,70.2168,12.6828,15.2344,5.2548,7.5751,7.9606,0.3601,0.982,2016
VALE S.A,VALE,1.4673,0.4246,0.8081,19.8127,-26.6464,-26.6464,-10.7424,-75.603,-51.8688,0.2642,5.3149,8.1194,44.9538,-34.814,-40.9151,-14.0465,-20.0319,6.9283,-1.6713,-0.9605,2015
VALE S.A,VALE,1.8845,0.3408,0.5421,35.1156,23.8356,23.8356,34.8508,7.9547,1.8705,0.3015,5.0633,6.3241,57.7158,2.1147,2.406,1.0224,1.394,10.929,-0.3276,-0.0699,2014
American,AIG,-,0.3038,0.4364,-,6.7903,9.2176,18.2214,8.2432,7.7219,0.0868,-,-,-,7.6315,7.5593,0.7191,5.2627,74.4745,3.3617,3.3617,2023
